filename,title,date,age_years,status,priority_score,technologies_str,deprecated_services_str,deprecated_versions_str,reasoning,recommended_action
2022-02-22-Using-PM2-on-App-Service-Linux.md,Using PM2 on App Service Linux,2022-02-22,3.5,update_required,9,azure app service on linux; dotnet; performance; deployment; nodejs; pm2; docker,,,"Post is 3.5 years old, may need updates",LOW: Review and refresh content
2022-02-20-Django-Deployment-on-App-Service-Linux.md,Django Deployment on App Service Linux,2022-02-20,3.5,update_required,9,python; azure app service on linux; django; github actions; dotnet; azure devops; docker; deployment; deploy; troubleshooting,,,"Post is 3.5 years old, may need updates",LOW: Review and refresh content
2022-04-15-SSL-TLS-certificates-for-Apache-and-NGINX-on-Azure-VMs.md,Adding SSL/TLS certificates for Apache and NGINX on Azure Virtual Machines,2022-04-15,3.4,update_required,9,configuration; azure virtual machine; apache; linux; nginx,,,"Post is 3.4 years old, may need updates",LOW: Review and refresh content
2021-06-17-installing-tcpping-linux.md,Installing TcpPing on Azure App Service Linux,2021-06-17,4.2,update_required,9,how-to; python; .net core; azure app service on linux; dotnet; ruby; trace; docker; php; tcpping; nodejs; java; troubleshooting,,,"Post is 4.2 years old, may need updates",LOW: Review and refresh content
2021-09-02-php-8-rewrite-rule.md,NGINX Rewrite Rules for Azure App Service Linux PHP 8.x,2021-09-02,4.0,update_required,9,php8; configuration; azure app service on linux; dotnet; php; nginx; app service linux,,,"Post is 4.0 years old, may need updates",LOW: Review and refresh content
2021-09-21-Deploying React.js application to Azure App Service with Azure DevOps-rule.md,Deploying React.js application to Azure App Service with Azure DevOps,2021-09-21,4.0,update_required,9,react; azure app service on linux; azure devops; deployment; nodejs; app service linux,,,"Post is 4.0 years old, may need updates",LOW: Review and refresh content
2021-06-07-authsettingsv2-graph.md,Accessing Microsoft Graph with App Service Auth V2,2021-06-07,4.2,update_required,9,how-to; easyauth; auth; msgraph; azure app service,,,"Post is 4.2 years old, may need updates",LOW: Review and refresh content
2021-05-26-set-redirect-rules-in-nginx-based-wordpress-image.md,How to set the redirect rules in Nginx based Wordpress Image,2021-05-26,4.3,update_required,9,wordpress; configuration; azure app service on linux; redirect rules; dotnet; nginx; php; docker,,,"Post is 4.3 years old, may need updates",LOW: Review and refresh content
2022-07-01-Installing-troubleshooting-tools-in-Dotnet-Core-Custom-Images.md,Installing troubleshooting tools in Dotnet Core custom Images,2022-07-01,3.2,update_required,9,how-to; configuration; azure app service on linux; dotnet; troubleshooting; dotnet core; docker; deployment; azure web app for containers,,,"Post is 3.2 years old, may need updates",LOW: Review and refresh content
2022-07-07-Running-gRPC-with-Container-Apps.md,Running gRPC with Container Apps,2022-07-07,3.2,update_required,9,how-to; azure container apps; grpc; configuration; kubernetes; deployment; docker,,,"Post is 3.2 years old, may need updates",LOW: Review and refresh content
2022-07-13-Compression-on-App-Service-Linux.md,Compression on App Service Linux,2022-07-13,3.1,update_required,9,how-to; python; configuration; compression; dotnet; gzip; azure app service linux; deployment; java; docker,,,"Post is 3.1 years old, may need updates",LOW: Review and refresh content
2022-08-01-Container-Apps-and-failed-revisions.md,Container Apps and Failed Revisions,2022-08-01,3.1,update_required,9,how-to; azure container apps; configuration; kubernetes; docker; troubleshooting,,,"Post is 3.1 years old, may need updates",LOW: Review and refresh content
2022-08-03-WordPress-common-troubleshooting-scenarios.md,WordPress Common Troubleshooting Scenarios,2022-08-03,3.1,update_required,9,wordpress; dotnet; too many redirects; azure app service; debug wordpress; mixed content error; php; troubleshooting,,,"Post is 3.1 years old, may need updates",LOW: Review and refresh content
2022-08-10-Using-modern-Yarn-for-deployment-with-Node.js-on-Azure-App-Service.md,Using modern Yarn for deployment with Node.js on Azure App Service,2022-08-10,3.1,update_required,9,node; configuration; dotnet; yarn; docker; azure app service; deployment; nodejs; troubleshooting,,,"Post is 3.1 years old, may need updates",LOW: Review and refresh content
2022-08-11-Using-Tomcat-Manager-in-Blessed-Java-Images-in-Linux-App-Service.md,Adding Tomcat Manager to Blessed Java Images on Linux App Service,2022-08-11,3.1,update_required,9,configuration; dotnet; tomcat manager; azure app service; deployment; java; tomcat,,,"Post is 3.1 years old, may need updates",LOW: Review and refresh content
2023-09-20-Deploying-Drupal-Applications-AppServiceLinux-Using-AppCache.md,Deploying Drupal Applications on App Service Linux with App Cache,2023-09-20,2.0,update_required,8,azure app service on linux; how to; preformance; drupal; php; docker,,,"Post is 2.0 years old, should be reviewed",LOW: Review and refresh content
2023-09-21-Container-Apps-Profiling-PHP-applications-for-performance-issues.md,Container Apps: Profiling PHP applications for performance issues,2023-09-21,2.0,update_required,8,configuration; container apps; docker; java; deployment; php; troubleshooting,,php 5.; java 8,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: php 5., java 8",MEDIUM: Update technology versions
2023-10-02-Container-Apps-Profiling-Python-applications-for-performance-issues.md,Container Apps: Profiling Python applications for performance issues,2023-10-02,1.9,update_required,8,python; configuration; container apps; docker; deployment; java; troubleshooting,,python 2.7; java 8,"Post is 1.9 years old, should be reviewed; References deprecated technology versions: python 2.7, java 8",MEDIUM: Update technology versions
2023-10-19-Container-Apps-Profiling-Node-applications-for-performance-issues.md,Container Apps: Profiling Node applications for performance issues,2023-10-19,1.9,update_required,8,node; configuration; container apps; docker; deployment; nodejs; java; troubleshooting,,nodejs 4.; java 8,"Post is 1.9 years old, should be reviewed; References deprecated technology versions: nodejs 4., java 8",MEDIUM: Update technology versions
2023-10-30-Troubleshooting-failed-job-executions-on-Container-App-Jobs.md,Troubleshooting failed job executions on Container App Jobs,2023-10-30,1.8,update_required,8,configuration; kubernetes; container apps; docker; jobs; deployment; troubleshooting,,,"Post is 1.8 years old, should be reviewed",LOW: Review and refresh content
2023-11-01-Custom-Domain-Configuration-for-Azure-Spring-Apps-on-Standard-consumption-dedicated-plan.md,How to add custom domain to Azure Spring Apps on Standard consumption & dedicated(preview) plan?,2023-11-01,1.8,update_required,8,certificate; custom domain; configuration; spring apps; docker; java; troubleshooting,,,"Post is 1.8 years old, should be reviewed",LOW: Review and refresh content
2023-11-03-Logging-with-supervisord-on-Web-Apps-for-Containers.md,Logging with supervisord on Web Apps for Containers,2023-11-03,1.8,update_required,8,configuration; logging; linux; docker; web apps for containers; troubleshooting,,,"Post is 1.8 years old, should be reviewed",LOW: Review and refresh content
2023-11-20-Installing-troubleshooting-tools-in-a-Container-Apps-helloworld-image.md,Installing troubleshooting tools in a Container Apps 'hello-world' image,2023-11-20,1.8,update_required,8,configuration; dotnet; container apps; docker; deployment; troubleshooting,,,"Post is 1.8 years old, should be reviewed",LOW: Review and refresh content
2023-11-29-Troubleshooting-Jobs-when-using-self-hosted-CICD-runners.md,Troubleshooting Container App Jobs when using self-hosted CI/CD runners and agents,2023-11-29,1.8,update_required,8,configuration; kubernetes; container apps; docker; jobs; deployment; troubleshooting,,,"Post is 1.8 years old, should be reviewed",LOW: Review and refresh content
2024-01-17-Container-Apps-Using-the-command-override-option.md,Container Apps - Using the 'Command override' option,2024-01-17,1.6,update_required,8,python; configuration; kubernetes; container apps; linux; docker; java; troubleshooting,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-01-11-Container-Apps-Demystifying-restarts.md,Container Apps - Demystifying restarts,2024-01-11,1.6,update_required,8,configuration; kubernetes; troubleshooting; container apps; linux; docker,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2023-12-05-Collecting-a-Network-Trace-on-Linux-Web-Apps.md,Collecting a Network Trace on Linux Web Apps,2023-12-05,1.7,update_required,8,network; azure app service on linux; dotnet; performance; linux; docker; troubleshooting,,,"Post is 1.7 years old, should be reviewed",LOW: Review and refresh content
2024-01-16-Container-Apps-Troubleshooting-OCI-Container-create-failed-issues.md,Container Apps - Troubleshooting 'ContainerCreateFailure' and 'OCI runtime create failed' issues,2024-01-16,1.6,update_required,8,python; configuration; kubernetes; container apps; linux; docker; troubleshooting,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2023-12-01-Troubleshooting-HTTP-404s-with-NGINX-and-PHP.md,Troubleshooting HTTP 404s with NGINX and PHP,2023-12-01,1.8,update_required,8,azure app service on linux; performance; nginx; nodejs; php; troubleshooting,,php 7.0,"Post is 1.8 years old, should be reviewed; References deprecated technology versions: php 7.0",MEDIUM: Update technology versions
2023-09-12-Container-Apps-Profiling-Dotnet-applications-for-performance-issues.md,Container Apps: Profiling Dotnet applications for performance issues,2023-09-12,2.0,update_required,8,configuration; dotnet; container apps; docker; deployment; java; troubleshooting,,java 8,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2023-09-18-Container-Apps-Profiling-Go-applications-for-performance-issues.md,Container Apps: Profiling Go applications for performance issues,2023-09-18,2.0,update_required,8,configuration; go; container apps; docker; deployment; java; troubleshooting,,java 8,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2022-09-06-Nodejs-12-failing-by-Optional-Chaining.md,Node.js 12 applications failing by Optional chaining,2022-09-06,3.0,update_required,8,azure app service on linux; deployment; nodejs,,nodejs 12.; java 7; java 8,"Post is 3.0 years old, should be reviewed; References deprecated technology versions: nodejs 12., java 7, java 8",MEDIUM: Update technology versions
2022-09-10-fix-yarn-ESOCKETTIMEDOUT-with-.yarnrc-configuration-file.md,Fix Yarn ESOCKETTIMEDOUT with .yarnrc Configuration File,2022-09-10,3.0,update_required,8,azure app service on linux; yarn; deployment; nodejs,,,"Post is 3.0 years old, should be reviewed",LOW: Review and refresh content
2022-09-19-Using-Python-to-interact-with-and-manage-Azure-AD-apps-and-Azure-Service-Principals.md,Using Python to interact with and manage Azure AD/Entra apps and Azure Service Principals,2022-09-19,3.0,update_required,8,development; python; azure ad; azure service principals; sdk; graph,,,"Post is 3.0 years old, should be reviewed",LOW: Review and refresh content
2022-09-28-ENOSPC-System-limit-for-number-of-file-watchers-reached.md,Error: ENOSPC: System limit for number of file watchers reached on Azure App Service Linux,2022-09-28,2.9,update_required,8,development; enospc; node; configuration; app service; linux; nodejs,,,"Post is 2.9 years old, should be reviewed",LOW: Review and refresh content
2022-09-30-Node-applications-on-App-Service-Linux-and-getaddrinfo-ENOTFOUND.md,Node applications on App Service Linux and getaddrinfo ENOTFOUND,2022-09-30,2.9,update_required,8,development; enospc; node; configuration; app service; linux; nodejs; docker,,nodejs 6.,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 6.",MEDIUM: Update technology versions
2022-10-14-Nodejs-on-App-Service-Linux-and-why-to-avoiding-installing-packages-in-startup-scripts.md,Nodejs on App Service Linux and why to avoid installing packages in startup scripts,2022-10-14,2.9,update_required,8,startup script; development; node; configuration; app service; deployment; linux; startup command; nodejs; docker,,,"Post is 2.9 years old, should be reviewed",LOW: Review and refresh content
2022-10-17-troubleshooting-common-iisnode-issues.md,Troubleshooting Common iisnode Issues,2022-10-17,2.9,update_required,8,troubleshoot; dotnet; azure app service on windows; debugging; remote-debug; nodejs; logging-errors,,,"Post is 2.9 years old, should be reviewed",LOW: Review and refresh content
2022-10-18-NextJS-deployment-on-App-Service-Linux.md,NextJS Deployment on App Service Linux,2022-10-18,2.9,update_required,8,azure app service on linux; github actions; dotnet; next; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 8.,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 8.",MEDIUM: Update technology versions
2022-10-24-NPM-Executables-not-being-found-at-startup-on-App-Service-Linux.md,NPM executables not being found on App Service Linux,2022-10-24,2.9,update_required,8,zip deploy; npm; node; azure app service on linux; github actions; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,,"Post is 2.9 years old, should be reviewed",LOW: Review and refresh content
2022-10-25-Module-not-found-with-Node-on-App-Service-Linux.md,Module not found with Node on App Service Linux,2022-10-25,2.9,update_required,8,zip deploy; python; npm; node; azure app service on linux; github actions; yarn; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 8.,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 8.",MEDIUM: Update technology versions
2022-10-26-Best-practices-for-not-using-Development-Servers-on-Nodejs-applications-and-App-Service-Linux.md,Best practices for not using Development Servers on Nodejs applications and App Service Linux,2022-10-26,2.9,update_required,8,python; npm; node; configuration; azure app service on linux; production; spas; troubleshooting; yarn; docker; deployment; nodejs; deploy; development servers,,,"Post is 2.9 years old, should be reviewed",LOW: Review and refresh content
2022-11-06-React-deployment-on-App-Service-Windows.md,React deployment on App Service Windows,2022-11-06,2.8,update_required,8,npm; react; node; configuration; production; dotnet; spas; windows; azure app service on windows; yarn; deployment; nodejs; deploy; troubleshooting,,,"Post is 2.8 years old, should be reviewed",LOW: Review and refresh content
2022-11-14-Missing-or-undefined-environment-variables-with-Node-on-App-Service-Linux.md,Missing or undefined environment variables with Node on App Service Linux,2022-11-14,2.8,update_required,8,npm; environment variables; node; configuration; azure app service on linux; production; spas; windows; azure app service on windows; yarn; linux; docker; deployment; nodejs; deploy; troubleshooting,,,"Post is 2.8 years old, should be reviewed",LOW: Review and refresh content
2022-11-24-Python-on-Linux-App-Service-and-ModuleNotFound-Errors.md,Python on Linux App Service and ModuleNotFoundError,2022-11-24,2.8,update_required,8,python; configuration; azure app service on linux; linux; docker; deployment; nodejs; deploy; troubleshooting,,,"Post is 2.8 years old, should be reviewed",LOW: Review and refresh content
2022-11-29-NestJS-deployment-on-App-Service-Windows.md,NestJS deployment on App Service Windows,2022-11-29,2.8,update_required,8,npm; node; configuration; production; nest; dotnet; spas; windows; azure app service on windows; yarn; docker; deployment; nodejs; deploy; troubleshooting,,,"Post is 2.8 years old, should be reviewed",LOW: Review and refresh content
2022-12-09-Deploying-JAR-based-Java-applications-with-CICD-on-App-Service-Linux.md,"Deploying JAR based Java applications with CI/CD (GitHub Actions, Azure DevOps) on App Service Linux",2022-12-09,2.7,update_required,8,gradle; configuration; spring; azure app service on linux; windows; linux; maven; docker; deployment; java; deploy; troubleshooting,,java 7; java 8,"Post is 2.7 years old, should be reviewed; References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2022-12-22-Deploying-WAR-based-Java-applications-with-CICD-on-App-Service-Linux.md,"Deploying WAR based Java applications with CI/CD (GitHub Actions, Azure DevOps) on App Service Linux",2022-12-22,2.7,update_required,8,gradle; configuration; spring; azure app service on linux; dotnet; linux; maven; docker; deployment; java; deploy; troubleshooting,,java 7,"Post is 2.7 years old, should be reviewed; References deprecated technology versions: java 7",MEDIUM: Update technology versions
2022-12-30-Gunicorn-update-HTTP-headers-On-Azure-App-Service.md,Gunicorn Update HTTP Headers on Azure App Service,2022-12-30,2.7,update_required,8,hide server name; python; http header; azure app service,,,"Post is 2.7 years old, should be reviewed",LOW: Review and refresh content
2023-01-03-Using-Managed-Identity-and-Bicep-to-pull-images-with-Azure-Container-Apps.md,Using Managed Identity and Bicep to pull images with Azure Container Apps,2023-01-03,2.7,update_required,8,azure container apps; dotnet; kubernetes; managed identity; docker,,,"Post is 2.7 years old, should be reviewed",LOW: Review and refresh content
2023-01-06-Modifiying-PHP-FPM-settings.md,Modifiying PHP FPM settings,2023-01-06,2.7,update_required,8,azure app service on linux; dotnet; performance; nginx; php,,,"Post is 2.7 years old, should be reviewed",LOW: Review and refresh content
2023-01-27-Configuring-Gunicorn-worker-classes-and-other-general-settings.md,Configuring Gunicorn worker classes and other general settings,2023-01-27,2.6,update_required,8,python; configuration; azure app service on linux; dotnet; performance; wsgi; docker,,,"Post is 2.6 years old, should be reviewed",LOW: Review and refresh content
2023-01-30-Troubleshooting-'failed to find attribute'-errors-on-Python-Linux-App-Services.md,Troubleshooting 'failed to find attribute' errors on Python Linux App Services,2023-01-30,2.6,update_required,8,python; configuration; azure app service on linux; wsgi; troubleshooting,,,"Post is 2.6 years old, should be reviewed",LOW: Review and refresh content
2023-01-30-how-to-configure-lets-encrypt-certificates-in-azure-linux-vms.md,How to configure Let's Encrypt Certificates for Nginx or Apache in Azure Linux Virtual Machines,2023-01-30,2.6,update_required,8,ssl certificate; apache; nginx; azure linux vm; lets encrypt,,,"Post is 2.6 years old, should be reviewed",LOW: Review and refresh content
2023-02-06-Deploying-Web-App-for-Containers-with-CI-CD-pipelines.md,Deploying Web App for Containers with CI/CD pipelines,2023-02-06,2.6,update_required,8,configuration; azure app service on linux; dotnet; web app for containers; deployment; docker,,,"Post is 2.6 years old, should be reviewed",LOW: Review and refresh content
2023-02-09-troubleshooting-nodejs-deployments-on-appservice-linux.md,Troubleshooting Node.js deployments on App Service Linux,2023-02-09,2.6,update_required,8,python; azure app service on linux; dotnet; deployments; docker; nodejs; function app; troubleshooting,,,"Post is 2.6 years old, should be reviewed",LOW: Review and refresh content
2023-02-15-Whats-the-difference-between-PORT-and-WEBSITES_PORT.md,Whats the difference between PORT and WEBSITES_PORT,2023-02-15,2.6,update_required,8,python; configuration; azure app service on linux; dotnet; docker; java; nodejs; php; troubleshooting,,java 8,"Post is 2.6 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2023-02-23-Using-a-Dapr-Azure-KeyVault-Secret-Store-to-source-credentials-for-a-Dapr-State-Store.md,Using a Dapr Secret Store with Azure Key Vault to source credentials for a Dapr State Store,2023-02-23,2.5,update_required,8,configuration; dotnet; container apps; nodejs; docker,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-02-24-how-to-modify-nginx-headers.md,How to set Nginx headers,2023-02-24,2.5,update_required,8,"configuration; dotnet; security; nginx; azure app service on linux, azure linux virtual machine",,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-02-28-Troubleshooting-common-Docker-Pull-errors-on-Linux-Web-App-for-Containers.md,Troubleshooting common docker pull errors on linux web app for containers,2023-02-28,2.5,update_required,8,"azure app service on linux, web app for containers; troubleshooting; configuration; docker",,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-02-28-security-faqs-app-service-linux.md,App Service Linux security FAQs,2023-02-28,2.5,update_required,8,python; azure app service on linux; app service linux; security; docker; java; nodejs; php; policies,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-03-azure-container-apps-testing-DNS-connectivity.md,Troubleshooting DNS connectivity on Azure Container Apps,2023-03-03,2.5,update_required,8,azure container apps; dns; azure contianer apps; troubleshooting dns; network connectivity; docker; troubleshooting,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-13-managing-timezones-appservice-linux.md,Manage Timezones in App Service Linux,2023-03-13,2.5,update_required,8,configuration; azure app service on linux; app service linux; timezone; docker,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-13-troubleshooting-javascript-functions-javascript.md,Troubleshooting Azure Functions Javascript,2023-03-13,2.5,update_required,8,javascript; nodejs; azure functions; troubleshooting,,java 7; java 8,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2023-03-15-Why-you-may-see-Docker-Containers-that-are-not-yours-on-App-Service-Linux.md,Why you may see Docker Containers that are not yours on App Service Linux,2023-03-15,2.5,update_required,8,troubleshooting; configuration; docker,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-17-Troubleshooting-Failed-Slot-Swaps-on-App-Service-Linux.md,Troubleshooting failed slot swaps on App Service Linux,2023-03-17,2.5,update_required,8,dotnet; troubleshooting; configuration; docker,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-20-how-to-deploy-azure-functions-as-custom-container-using-azure-devops.md,How to deploy Azure Functions as Custom Docker container using Azure DevOps,2023-03-20,2.5,update_required,8,how-to; dotnet; azure devops; azure functions; nodejs; function app; docker,,nodejs 6.,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: nodejs 6.",MEDIUM: Update technology versions
2023-03-22-Troubleshooting-ingress-issues-on-Azure-Container-Apps.md,Troubleshooting ingress issues on Azure Container Apps,2023-03-22,2.5,update_required,8,how-to; azure container apps; configuration; docker,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-24-Default-exposed-ports-of-Azure-App-Service-Linux-Blessed-Images.md,Default exposed ports of Azure App Service Linux Blessed Images,2023-03-24,2.5,update_required,8,how-to; python; configuration; azure app service on linux; java; nodejs; php; docker,,java 8,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2023-03-24-yarn-install-timeouts-and-private-packages.md,Yarn install timeouts and private packages on App Service Linux,2023-03-24,2.5,update_required,8,azure app service on linux; yarn; deployment; nodejs; troubleshooting,,,"Post is 2.5 years old, should be reviewed",LOW: Review and refresh content
2023-03-27-Configuring-NGINX-as-a-reverse-proxy-on-Azure-Linux-Virtual-Machines.md,Configuring NGINX as a reverse proxy on Azure Linux Virtual Machines,2023-03-27,2.4,update_required,8,configuration; proxy; dotnet; linux; azure linux virtual machine; nginx; docker,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-03-28-Python-Depolyment-Could-Not-Find-output.tar.gz.md,Python Deployment - Could not find output.tar.gz,2023-03-28,2.4,update_required,8,azure app service on linux; python; deployment; troubleshooting,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-03-29-App-service-recommendations-for-nodejs-version-upgrades-and-end-of-life.md,App Service recommendations for Node.js version upgrades and end of life,2023-03-29,2.4,update_required,8,"azure app service on linux, azure app service on windows; configuration; eof; migration; nodejs",,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-03-30-wordpress-subdirectory.md,Installing WordPress within Subdirectory,2023-03-30,2.4,update_required,8,how-to; wordpress; azure app service on linux; dotnet; php wordpress; mysql; php; app service linux,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-04-Using-.htaccess-with-Apache-on-Azure-Linux.md,Using .htaccess with Apache on Azure Linux,2023-04-04,2.4,update_required,8,configuration; proxy; apache; linux; azure linux virtual machine; docker; php; app service linux,,php 7.4,"Post is 2.4 years old, should be reviewed; References deprecated technology versions: php 7.4",MEDIUM: Update technology versions
2023-04-05-Why-you-may-see-Failed-to-forward-request-messages-for-your-application-on-App-Service-Linux.md,Why you may see 'Failed to forward request' messages for your application on App Service Linux,2023-04-05,2.4,update_required,8,configuration; proxy; linux; middleware; docker; app service linux,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-11-troubleshooting-no-space-left-on-device.md,Troubleshooting No space left on device,2023-04-11,2.4,update_required,8,azure app service on linux; troubleshooting; azure functions; docker; deployment; nodejs; function app; app service linux,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-13-Using-custom-startup-commands-with-Web-App-for-Containers.md,Using custom startup commands with Web App for Containers,2023-04-13,2.4,update_required,8,python; configuration; azure app service on linux; app service linux; nodejs; java; docker,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-17-Python-Deployment-could-not-open-shared-object-file.md,Python Deployment could not open shared object file: no such file or directory,2023-04-17,2.4,update_required,8,python; azure app service on linux; troubleshooting; nodejs; docker,,python 3.7,"Post is 2.4 years old, should be reviewed; References deprecated technology versions: python 3.7",MEDIUM: Update technology versions
2023-04-17-Troubleshooting-Container-didnt-respond-to-HTTP-pings-failing-to-start-site.md,"Troubleshooting 'Container didnt respond to HTTP pings on port, failing site start'",2023-04-17,2.4,update_required,8,configuration; compression; azure app service linux; deployment; nodejs; docker,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-17-troubleshooting-python-deployments-on-appservice-linux.md,Troubleshooting Python deployments on App Service Linux,2023-04-17,2.4,update_required,8,python; azure app service on linux; dotnet; deployments; docker; nodejs; function app; troubleshooting,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-04-20-How-to-troubleshoot-Bring-Your-Own-Storage-(BYOS)-Issues-on-App-Service-Linux.md,How to troubleshooting Bring Your Own Storage (BYOS) issues on App Service Linux,2023-04-20,2.4,update_required,8,python; azure app service on linux; dotnet; deployments; docker; function app; troubleshooting,,,"Post is 2.4 years old, should be reviewed",LOW: Review and refresh content
2023-05-04-Running-Puppeteer-on-Azure-App-Service-Linux.md,Running Puppeteer on Azure App Service Linux,2023-05-04,2.3,update_required,8,configuration; azure app service on linux; dotnet; deployments; docker; nodejs; troubleshooting,,nodejs 6.,"Post is 2.3 years old, should be reviewed; References deprecated technology versions: nodejs 6.",MEDIUM: Update technology versions
2023-05-15-Node-Deployments-and-node_modules-tar-gz-cannot-open-no-such-file-or-directory.md,Node Deployments and 'node_modules.tar.gz: cannot open: no such file or directory',2023-05-15,2.3,update_required,8,configuration; azure app service on linux; deployments; docker; nodejs; troubleshooting,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-15-Python-Preformance-High-CPU-CProfile.md,Python Performance High CPU Using CProfile,2023-05-15,2.3,update_required,8,azure app service on linux; python; performance,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-16-Node-Deployments-and-npm-ERR!-Missing-script.md,Node Deployments and 'npm ERR! Missing script',2023-05-16,2.3,update_required,8,configuration; azure app service on linux; deployments; docker; nodejs; troubleshooting,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-17-Deploying-a-SPA-served-by-a-Node-backend-on-the-same-Linux-App-Service.md,Deploying a SPA served by a Node backend on the same Linux App Service,2023-05-17,2.3,update_required,8,configuration; azure app service on linux; dotnet; deployments; docker; nodejs; php; troubleshooting,,nodejs 6.,"Post is 2.3 years old, should be reviewed; References deprecated technology versions: nodejs 6.",MEDIUM: Update technology versions
2023-05-22-Logging-configuration-with-JBoss-EAP-and-Spring-Boot.md,Logging configuration with JBoss EAP and Spring Boot,2023-05-22,2.3,update_required,8,jboss eap; configuration; azure app service on linux; deployments; java; troubleshooting,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-26-Using-Spring-Apps-Enterprise-Tier-with-Tanzu-Buildpacks-for-Node-applications.md,Using Spring Apps Enterprise Tier with Tanzu Buildpacks for Node applications,2023-05-26,2.3,update_required,8,configuration; azure app service on linux; spring apps; deployments; docker; nodejs; java; troubleshooting,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-26-Using-WebDeploy-OnLinuxAppServices.md,Using WebDeploy on Linux App Services,2023-05-26,2.3,update_required,8,how-to; .net core; azure app service on linux; dotnet; dotnet core; deployment,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-05-30-Deploying-War-Files-On-Windows-App-Services-with-GithubActions.md,Deploying War Files On Windows App Services with GithubActions,2023-05-30,2.3,update_required,8,how-to; windows; azure app service on windows; deployments; java,,java 7; java 8,"Post is 2.3 years old, should be reviewed; References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2023-05-31-Troubleshooting-a-Module-was-compiled-against-a-different-Node.js-version-errors.md,Troubleshooting a 'Module was compiled against a different Nodejs version' errors,2023-05-31,2.3,update_required,8,node; azure app service on linux; linux; docker; nodejs; troubleshooting,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-06-02-Container-App-Console-tab-shows-ClusterExecEndpointWebSocketConnectionError.md,Container App 'Console' tab shows 'ClusterExecEndpointWebSocketConnectionError',2023-06-02,2.3,update_required,8,node; kubernetes; troubleshooting; container apps; docker,,,"Post is 2.3 years old, should be reviewed",LOW: Review and refresh content
2023-06-09-Python-on-App-Service-Linux-and-why-to-avoid-installing-packages-on-startup.md,Python on App Service Linux and why to avoid installing packages on startup,2023-06-09,2.2,update_required,8,python; azure app service on linux; troubleshooting; nodejs; docker,,python 3.6,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: python 3.6",MEDIUM: Update technology versions
