filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2022-05-20-Diagnostic-Tools-for-Java-Performace-on-App-Service-Windows.md,Diagnostic Tools for Java Performace on App Service Windows,Kendrick Dubuisson,2022-05-20,3.3,outdated,"Post is 3.3 years old, may need updates; References deprecated technology versions: java 7, java 8",how-to; azure app service on linux; dotnet; performance; java; troubleshooting,,java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,7938,True,True
2022-05-23-Editing-Response-Headers-on-Linux-App-Service.md,Editing Response Headers on Linux App Service,Anthony Salemo,2022-05-23,3.3,outdated,"Post is 3.3 years old, may need updates; References deprecated technology versions: php 5., php 7.4, java 8",how-to; python; configuration; azure app service on linux; dotnet; java; nodejs; php; docker,,php 5.; php 7.4; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating php 5. to 8.3; Consider updating php 7.4 to 8.3; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,9382,True,True
2022-05-30-Hosting-a-Nexus3-repository-on-an-Azure-Linux-VM.md,Hosting a Nexus3 repository on an Azure Linux VM,Anthony Salemo,2022-05-30,3.3,update_required,"Post is 3.3 years old, may need updates",how-to; configuration; azure app service on linux; nexus; azure linux virtual machine; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,15353,True,True
2022-06-08-Increasing-Request-Header-sizes-on-Linux-App-Services.md,Increasing Request Header sizes on Linux App Services,Anthony Salemo,2022-06-08,3.2,outdated,"Post is 3.2 years old, may need updates; References deprecated technology versions: php 7.4",how-to; request headers; python; configuration; request header sizes; azure app service on linux; dotnet; java; php,,php 7.4,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating php 7.4 to 8.3; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11871,True,True
2022-06-20-wSGI-and-aSGI-Python-Applications-on-Azure-Functions.md,wSGI and aSGI Python Applications on Azure Functions,Anthony Salemo,2022-06-20,3.2,update_required,"Post is 3.2 years old, may need updates",how-to; python; configuration; azure app service on linux; azure functions; deployment,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,12841,True,True
2022-06-24-Avoiding-hardcoding-Node-versions-on-App-Service-Windows.md,Avoiding hardcoding Node versions on App Service Windows,Anthony Salemo,2022-06-24,3.2,outdated,"Post is 3.2 years old, may need updates; References deprecated technology versions: nodejs 6.",how-to; node.js; configuration; azure app service on windows; deployment; nodejs,,nodejs 6.,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating nodejs 6. to 22.; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8166,True,True
2022-06-30-Docker-User-Namespace-remapping-issues.md,Docker User Namespace remapping issues,Anthony Salemo,2022-06-30,3.2,update_required,"Post is 3.2 years old, may need updates",how-to; configuration; azure app service on linux; troubleshooting; azure web app for containers; deployment; nodejs; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,10190,False,True
2022-07-01-Installing-troubleshooting-tools-in-Dotnet-Core-Custom-Images.md,Installing troubleshooting tools in Dotnet Core custom Images,Anthony Salemo,2022-07-01,3.2,update_required,"Post is 3.2 years old, may need updates",how-to; configuration; azure app service on linux; dotnet; troubleshooting; dotnet core; docker; deployment; azure web app for containers,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,10237,False,True
2022-07-07-Running-gRPC-with-Container-Apps.md,Running gRPC with Container Apps,Anthony Salemo,2022-07-07,3.2,update_required,"Post is 3.2 years old, may need updates",how-to; azure container apps; grpc; configuration; kubernetes; deployment; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4874,True,True
2022-07-13-Compression-on-App-Service-Linux.md,Compression on App Service Linux,Anthony Salemo,2022-07-13,3.1,update_required,"Post is 3.1 years old, may need updates",how-to; python; configuration; compression; dotnet; gzip; azure app service linux; deployment; java; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5195,True,True
2022-07-18-Installing-troubleshooting-tools-in-Java-custom-containers.md,Installing troubleshooting tools in Java custom containers,Anthony Salemo,2022-07-18,3.1,outdated,"Post is 3.1 years old, may need updates; References deprecated technology versions: java 7, java 8",how-to; configuration; azure app service on linux; dotnet; docker; azure web app for containers; java; troubleshooting,,java 7; java 8,Consider archiving or completely rewriting this post; Add deprecation notice if keeping for historical reference; Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5956,True,True
2022-08-01-Container-Apps-and-failed-revisions.md,Container Apps and Failed Revisions,Anthony Salemo,2022-08-01,3.1,update_required,"Post is 3.1 years old, may need updates",how-to; azure container apps; configuration; kubernetes; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11491,True,True
2022-08-03-WordPress-common-troubleshooting-scenarios.md,WordPress Common Troubleshooting Scenarios,Arjun Baliga,2022-08-03,3.1,update_required,"Post is 3.1 years old, may need updates",wordpress; dotnet; too many redirects; azure app service; debug wordpress; mixed content error; php; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5498,True,True
2022-08-10-Using-modern-Yarn-for-deployment-with-Node.js-on-Azure-App-Service.md,Using modern Yarn for deployment with Node.js on Azure App Service,Anthony Salemo,2022-08-10,3.1,update_required,"Post is 3.1 years old, may need updates",node; configuration; dotnet; yarn; docker; azure app service; deployment; nodejs; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,20569,True,True
2022-08-11-Using-Tomcat-Manager-in-Blessed-Java-Images-in-Linux-App-Service.md,Adding Tomcat Manager to Blessed Java Images on Linux App Service,Anthony Salemo,2022-08-11,3.1,update_required,"Post is 3.1 years old, may need updates",configuration; dotnet; tomcat manager; azure app service; deployment; java; tomcat,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4604,True,False
2022-09-06-Nodejs-12-failing-by-Optional-Chaining.md,Node.js 12 applications failing by Optional chaining,Edison Garcia,2022-09-06,3.0,update_required,"Post is 3.0 years old, should be reviewed; References deprecated technology versions: nodejs 12., java 7, java 8",azure app service on linux; deployment; nodejs,,nodejs 12.; java 7; java 8,Update technology versions to currently supported versions; Consider updating nodejs 12. to 22.; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2111,True,True
2022-09-10-fix-yarn-ESOCKETTIMEDOUT-with-.yarnrc-configuration-file.md,Fix Yarn ESOCKETTIMEDOUT with .yarnrc Configuration File,Ryan Douglass,2022-09-10,3.0,update_required,"Post is 3.0 years old, should be reviewed",azure app service on linux; yarn; deployment; nodejs,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1949,False,True
2022-09-19-Using-Python-to-interact-with-and-manage-Azure-AD-apps-and-Azure-Service-Principals.md,Using Python to interact with and manage Azure AD/Entra apps and Azure Service Principals,Anthony Salemo,2022-09-19,3.0,update_required,"Post is 3.0 years old, should be reviewed",development; python; azure ad; azure service principals; sdk; graph,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6379,True,True
2022-09-28-ENOSPC-System-limit-for-number-of-file-watchers-reached.md,Error: ENOSPC: System limit for number of file watchers reached on Azure App Service Linux,Anthony Salemo,2022-09-28,2.9,update_required,"Post is 2.9 years old, should be reviewed",development; enospc; node; configuration; app service; linux; nodejs,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6067,True,True
2022-09-30-Node-applications-on-App-Service-Linux-and-getaddrinfo-ENOTFOUND.md,Node applications on App Service Linux and getaddrinfo ENOTFOUND,Anthony Salemo,2022-09-30,2.9,update_required,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 6.",development; enospc; node; configuration; app service; linux; nodejs; docker,,nodejs 6.,Update technology versions to currently supported versions; Consider updating nodejs 6. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6223,True,True
2022-10-14-Nodejs-on-App-Service-Linux-and-why-to-avoiding-installing-packages-in-startup-scripts.md,Nodejs on App Service Linux and why to avoid installing packages in startup scripts,Anthony Salemo,2022-10-14,2.9,update_required,"Post is 2.9 years old, should be reviewed",startup script; development; node; configuration; app service; deployment; linux; startup command; nodejs; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11196,True,True
2022-10-17-troubleshooting-common-iisnode-issues.md,Troubleshooting Common iisnode Issues,Aldmar Joubert,2022-10-17,2.9,update_required,"Post is 2.9 years old, should be reviewed",troubleshoot; dotnet; azure app service on windows; debugging; remote-debug; nodejs; logging-errors,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,14942,True,True
2022-10-18-NextJS-deployment-on-App-Service-Linux.md,NextJS Deployment on App Service Linux,Anthony Salemo,2022-10-18,2.9,update_required,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 8.",azure app service on linux; github actions; dotnet; next; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 8.,Update technology versions to currently supported versions; Consider updating nodejs 8. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,23848,True,True
2022-10-24-NPM-Executables-not-being-found-at-startup-on-App-Service-Linux.md,NPM executables not being found on App Service Linux,Anthony Salemo,2022-10-24,2.9,update_required,"Post is 2.9 years old, should be reviewed",zip deploy; npm; node; azure app service on linux; github actions; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,7685,False,True
2022-10-25-Module-not-found-with-Node-on-App-Service-Linux.md,Module not found with Node on App Service Linux,Anthony Salemo,2022-10-25,2.9,update_required,"Post is 2.9 years old, should be reviewed; References deprecated technology versions: nodejs 8.",zip deploy; python; npm; node; azure app service on linux; github actions; yarn; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 8.,Update technology versions to currently supported versions; Consider updating nodejs 8. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,22033,True,True
2022-10-26-Best-practices-for-not-using-Development-Servers-on-Nodejs-applications-and-App-Service-Linux.md,Best practices for not using Development Servers on Nodejs applications and App Service Linux,Anthony Salemo,2022-10-26,2.9,update_required,"Post is 2.9 years old, should be reviewed",python; npm; node; configuration; azure app service on linux; production; spas; troubleshooting; yarn; docker; deployment; nodejs; deploy; development servers,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,15881,False,True
2022-11-06-React-deployment-on-App-Service-Windows.md,React deployment on App Service Windows,Anthony Salemo,2022-11-06,2.8,update_required,"Post is 2.8 years old, should be reviewed",npm; react; node; configuration; production; dotnet; spas; windows; azure app service on windows; yarn; deployment; nodejs; deploy; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,27193,True,True
2022-11-14-Missing-or-undefined-environment-variables-with-Node-on-App-Service-Linux.md,Missing or undefined environment variables with Node on App Service Linux,Anthony Salemo,2022-11-14,2.8,update_required,"Post is 2.8 years old, should be reviewed",npm; environment variables; node; configuration; azure app service on linux; production; spas; windows; azure app service on windows; yarn; linux; docker; deployment; nodejs; deploy; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,10995,True,True
2022-11-24-Python-on-Linux-App-Service-and-ModuleNotFound-Errors.md,Python on Linux App Service and ModuleNotFoundError,Anthony Salemo,2022-11-24,2.8,update_required,"Post is 2.8 years old, should be reviewed",python; configuration; azure app service on linux; linux; docker; deployment; nodejs; deploy; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,23515,True,True
2022-11-29-NestJS-deployment-on-App-Service-Windows.md,NestJS deployment on App Service Windows,Anthony Salemo,2022-11-29,2.8,update_required,"Post is 2.8 years old, should be reviewed",npm; node; configuration; production; nest; dotnet; spas; windows; azure app service on windows; yarn; docker; deployment; nodejs; deploy; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,19501,True,True
2022-12-09-Deploying-JAR-based-Java-applications-with-CICD-on-App-Service-Linux.md,"Deploying JAR based Java applications with CI/CD (GitHub Actions, Azure DevOps) on App Service Linux",Anthony Salemo,2022-12-09,2.7,update_required,"Post is 2.7 years old, should be reviewed; References deprecated technology versions: java 7, java 8",gradle; configuration; spring; azure app service on linux; windows; linux; maven; docker; deployment; java; deploy; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,30951,True,True
2022-12-22-Deploying-WAR-based-Java-applications-with-CICD-on-App-Service-Linux.md,"Deploying WAR based Java applications with CI/CD (GitHub Actions, Azure DevOps) on App Service Linux",Anthony Salemo,2022-12-22,2.7,update_required,"Post is 2.7 years old, should be reviewed; References deprecated technology versions: java 7",gradle; configuration; spring; azure app service on linux; dotnet; linux; maven; docker; deployment; java; deploy; troubleshooting,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,40902,True,True
2022-12-30-Gunicorn-update-HTTP-headers-On-Azure-App-Service.md,Gunicorn Update HTTP Headers on Azure App Service,Arjun Baliga,2022-12-30,2.7,update_required,"Post is 2.7 years old, should be reviewed",hide server name; python; http header; azure app service,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,944,True,True
2023-01-03-Using-Managed-Identity-and-Bicep-to-pull-images-with-Azure-Container-Apps.md,Using Managed Identity and Bicep to pull images with Azure Container Apps,Anthony Salemo,2023-01-03,2.7,update_required,"Post is 2.7 years old, should be reviewed",azure container apps; dotnet; kubernetes; managed identity; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,12849,True,True
2023-01-06-Modifiying-PHP-FPM-settings.md,Modifiying PHP FPM settings,Keegan D'Souza,2023-01-06,2.7,update_required,"Post is 2.7 years old, should be reviewed",azure app service on linux; dotnet; performance; nginx; php,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2866,True,True
2023-01-27-Configuring-Gunicorn-worker-classes-and-other-general-settings.md,Configuring Gunicorn worker classes and other general settings,Anthony Salemo,2023-01-27,2.6,update_required,"Post is 2.6 years old, should be reviewed",python; configuration; azure app service on linux; dotnet; performance; wsgi; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,16983,True,True
2023-01-30-Troubleshooting-'failed to find attribute'-errors-on-Python-Linux-App-Services.md,Troubleshooting 'failed to find attribute' errors on Python Linux App Services,Anthony Salemo,2023-01-30,2.6,update_required,"Post is 2.6 years old, should be reviewed",python; configuration; azure app service on linux; wsgi; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6008,False,True
2023-01-30-how-to-configure-lets-encrypt-certificates-in-azure-linux-vms.md,How to configure Let's Encrypt Certificates for Nginx or Apache in Azure Linux Virtual Machines,Edison Garcia,2023-01-30,2.6,update_required,"Post is 2.6 years old, should be reviewed",ssl certificate; apache; nginx; azure linux vm; lets encrypt,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6986,True,True
2023-02-06-Deploying-Web-App-for-Containers-with-CI-CD-pipelines.md,Deploying Web App for Containers with CI/CD pipelines,Anthony Salemo,2023-02-06,2.6,update_required,"Post is 2.6 years old, should be reviewed",configuration; azure app service on linux; dotnet; web app for containers; deployment; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,22517,True,True
2023-02-09-troubleshooting-nodejs-deployments-on-appservice-linux.md,Troubleshooting Node.js deployments on App Service Linux,Edison Garcia,2023-02-09,2.6,update_required,"Post is 2.6 years old, should be reviewed",python; azure app service on linux; dotnet; deployments; docker; nodejs; function app; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,25346,True,False
2023-02-15-Whats-the-difference-between-PORT-and-WEBSITES_PORT.md,Whats the difference between PORT and WEBSITES_PORT,Anthony Salemo,2023-02-15,2.6,update_required,"Post is 2.6 years old, should be reviewed; References deprecated technology versions: java 8",python; configuration; azure app service on linux; dotnet; docker; java; nodejs; php; troubleshooting,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8571,True,True
2023-02-23-Using-a-Dapr-Azure-KeyVault-Secret-Store-to-source-credentials-for-a-Dapr-State-Store.md,Using a Dapr Secret Store with Azure Key Vault to source credentials for a Dapr State Store,Anthony Salemo,2023-02-23,2.5,update_required,"Post is 2.5 years old, should be reviewed",configuration; dotnet; container apps; nodejs; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,12860,True,True
2023-02-24-how-to-modify-nginx-headers.md,How to set Nginx headers,Edison Garcia,2023-02-24,2.5,update_required,"Post is 2.5 years old, should be reviewed","configuration; dotnet; security; nginx; azure app service on linux, azure linux virtual machine",,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5336,True,True
2023-02-28-Troubleshooting-common-Docker-Pull-errors-on-Linux-Web-App-for-Containers.md,Troubleshooting common docker pull errors on linux web app for containers,Anthony Salemo,2023-02-28,2.5,update_required,"Post is 2.5 years old, should be reviewed","azure app service on linux, web app for containers; troubleshooting; configuration; docker",,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,13749,False,True
2023-02-28-security-faqs-app-service-linux.md,App Service Linux security FAQs,Edison Garcia,2023-02-28,2.5,update_required,"Post is 2.5 years old, should be reviewed",python; azure app service on linux; app service linux; security; docker; java; nodejs; php; policies,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8952,False,False
2023-03-03-azure-container-apps-testing-DNS-connectivity.md,Troubleshooting DNS connectivity on Azure Container Apps,Aldmar Joubert,2023-03-03,2.5,update_required,"Post is 2.5 years old, should be reviewed",azure container apps; dns; azure contianer apps; troubleshooting dns; network connectivity; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3866,True,True
2023-03-13-managing-timezones-appservice-linux.md,Manage Timezones in App Service Linux,Edison Garcia,2023-03-13,2.5,update_required,"Post is 2.5 years old, should be reviewed",configuration; azure app service on linux; app service linux; timezone; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,1497,True,True
2023-03-13-troubleshooting-javascript-functions-javascript.md,Troubleshooting Azure Functions Javascript,Edison Garcia,2023-03-13,2.5,update_required,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: java 7, java 8",javascript; nodejs; azure functions; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,16482,True,True
2023-03-15-Why-you-may-see-Docker-Containers-that-are-not-yours-on-App-Service-Linux.md,Why you may see Docker Containers that are not yours on App Service Linux,Anthony Salemo,2023-03-15,2.5,update_required,"Post is 2.5 years old, should be reviewed",troubleshooting; configuration; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5377,False,True
2023-03-17-Troubleshooting-Failed-Slot-Swaps-on-App-Service-Linux.md,Troubleshooting failed slot swaps on App Service Linux,Anthony Salemo,2023-03-17,2.5,update_required,"Post is 2.5 years old, should be reviewed",dotnet; troubleshooting; configuration; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,7365,True,False
2023-03-20-how-to-deploy-azure-functions-as-custom-container-using-azure-devops.md,How to deploy Azure Functions as Custom Docker container using Azure DevOps,Edison Garcia,2023-03-20,2.5,update_required,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: nodejs 6.",how-to; dotnet; azure devops; azure functions; nodejs; function app; docker,,nodejs 6.,Update technology versions to currently supported versions; Consider updating nodejs 6. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,25354,True,True
2023-03-22-Troubleshooting-ingress-issues-on-Azure-Container-Apps.md,Troubleshooting ingress issues on Azure Container Apps,Anthony Salemo,2023-03-22,2.5,update_required,"Post is 2.5 years old, should be reviewed",how-to; azure container apps; configuration; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8624,True,False
2023-03-24-Default-exposed-ports-of-Azure-App-Service-Linux-Blessed-Images.md,Default exposed ports of Azure App Service Linux Blessed Images,Anthony Salemo,2023-03-24,2.5,update_required,"Post is 2.5 years old, should be reviewed; References deprecated technology versions: java 8",how-to; python; configuration; azure app service on linux; java; nodejs; php; docker,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3630,False,False
2023-03-24-yarn-install-timeouts-and-private-packages.md,Yarn install timeouts and private packages on App Service Linux,Edison Garcia,2023-03-24,2.5,update_required,"Post is 2.5 years old, should be reviewed",azure app service on linux; yarn; deployment; nodejs; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4479,False,True
2023-03-27-Configuring-NGINX-as-a-reverse-proxy-on-Azure-Linux-Virtual-Machines.md,Configuring NGINX as a reverse proxy on Azure Linux Virtual Machines,Anthony Salemo,2023-03-27,2.4,update_required,"Post is 2.4 years old, should be reviewed",configuration; proxy; dotnet; linux; azure linux virtual machine; nginx; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,14233,True,True
2023-03-28-Python-Depolyment-Could-Not-Find-output.tar.gz.md,Python Deployment - Could not find output.tar.gz,Keegan D'Souza,2023-03-28,2.4,update_required,"Post is 2.4 years old, should be reviewed",azure app service on linux; python; deployment; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4174,False,True
2023-03-29-App-service-recommendations-for-nodejs-version-upgrades-and-end-of-life.md,App Service recommendations for Node.js version upgrades and end of life,Edison Garcia,2023-03-29,2.4,update_required,"Post is 2.4 years old, should be reviewed","azure app service on linux, azure app service on windows; configuration; eof; migration; nodejs",,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6047,False,True
2023-03-30-wordpress-subdirectory.md,Installing WordPress within Subdirectory,Christopher Maldonado,2023-03-30,2.4,update_required,"Post is 2.4 years old, should be reviewed",how-to; wordpress; azure app service on linux; dotnet; php wordpress; mysql; php; app service linux,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2777,False,True
2023-04-04-Using-.htaccess-with-Apache-on-Azure-Linux.md,Using .htaccess with Apache on Azure Linux,Anthony Salemo,2023-04-04,2.4,update_required,"Post is 2.4 years old, should be reviewed; References deprecated technology versions: php 7.4",configuration; proxy; apache; linux; azure linux virtual machine; docker; php; app service linux,,php 7.4,Update technology versions to currently supported versions; Consider updating php 7.4 to 8.3; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,9662,False,True
2023-04-05-Why-you-may-see-Failed-to-forward-request-messages-for-your-application-on-App-Service-Linux.md,Why you may see 'Failed to forward request' messages for your application on App Service Linux,Anthony Salemo,2023-04-05,2.4,update_required,"Post is 2.4 years old, should be reviewed",configuration; proxy; linux; middleware; docker; app service linux,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5882,True,True
